featureid,species,catch,year_min,year_max
202964381,BKT,0,2005,2005
202964382,BKT,24,2009,2009
202964383,BKT,4,2010,2010
202964388,BKT,3,2008,2008
202964389,BKT,4,2008,2008
202964391,BKT,47,2010,2010
202964393,BKT,0,2005,2005
202964395,BKT,0,2008,2008
202964397,BKT,30,2010,2010
202964398,BKT,2,2008,2008
202964400,BKT,3,1993,2008
202964405,BKT,1,2008,2008
202964407,BKT,27,2009,2009
202964410,BKT,1,2008,2008
202964415,BKT,30,2009,2009
202964418,BKT,1,2008,2008
202964419,BKT,0,1993,1993
202964421,BKT,1,2009,2009
202964427,BKT,2,1993,1993
202964433,BKT,2,2005,2005
202964442,BKT,37,2008,2008
202964450,BKT,33,2007,2007
202964458,BKT,0,2008,2008
202964476,BKT,1,1997,1997
202964481,BKT,17,2009,2009
202964490,BKT,16,2010,2010
202964491,BKT,1,1993,1993
202964500,BKT,5,2009,2009
202964502,BKT,0,2007,2007
202964513,BKT,4,2009,2009
202964520,BKT,16,2010,2010
202964523,BKT,0,1997,1997
202964532,BKT,87,2008,2008
202964543,BKT,2,2009,2009
202964550,BKT,7,2008,2008
202964554,BKT,7,2009,2009
202964565,BKT,19,2009,2010
202964567,BKT,43,2008,2008
202964577,BKT,7,2010,2010
202964595,BKT,61,2009,2009
202964596,BKT,0,2009,2009
202964598,BKT,40,2010,2010
202964602,BKT,69,2010,2010
202964611,BKT,3,2010,2010
202964620,BKT,63,2009,2009
202964624,BKT,2,1997,2009
202964630,BKT,8,2010,2010
202964632,BKT,3,2008,2008
202964635,BKT,91,2009,2009
202964658,BKT,4,1997,1997
202964663,BKT,30,2009,2009
202964664,BKT,4,2010,2010
202964669,BKT,0,2005,2005
202964671,BKT,1,2007,2007
202964672,BKT,0,2008,2008
202964673,BKT,40,2009,2009
202964684,BKT,5,2008,2008
202964685,BKT,2,2008,2008
202964687,BKT,0,2008,2008
202964688,BKT,2,2000,2000
202964692,BKT,7,2009,2009
202964701,BKT,5,1993,1993
202964702,BKT,0,1994,1994
202964704,BKT,47,2009,2009
202964707,BKT,1,2009,2009
202964715,BKT,65,2010,2010
202964717,BKT,24,2007,2007
202964737,BKT,8,2008,2008
202964747,BKT,67,2008,2008
202964750,BKT,1,2008,2008
202964751,BKT,0,2008,2008
202964757,BKT,18,2010,2010
202964761,BKT,0,1993,1993
202964771,BKT,25,2010,2010
202964772,BKT,5,2010,2010
202964783,BKT,17,2009,2009
202964793,BKT,4,1996,2009
202964799,BKT,5,2009,2009
202964800,BKT,7,2009,2009
202964814,BKT,48,1996,2009
202964815,BKT,10,2007,2007
202964818,BKT,8,2009,2009
202964819,BKT,50,2010,2010
202964821,BKT,0,2009,2009
202964825,BKT,34,2008,2008
202964835,BKT,2,2008,2008
202964840,BKT,3,2007,2007
202964844,BKT,5,2007,2007
202964850,BKT,2,2008,2008
202964851,BKT,5,1996,2009
202964856,BKT,1,2008,2008
202964862,BKT,27,2008,2008
202964876,BKT,7,2009,2009
202964881,BKT,1,2009,2009
202964882,BKT,18,2009,2009
202964883,BKT,55,2010,2010
202964884,BKT,29,2009,2009
202964889,BKT,24,2010,2010
202964896,BKT,1,2010,2010
202964901,BKT,20,2008,2008
202964902,BKT,58,2008,2008
202964907,BKT,30,2007,2007
202964922,BKT,3,1993,1993
202964924,BKT,0,2009,2009
202964925,BKT,10,2008,2008
202964949,BKT,0,2004,2004
202964959,BKT,7,2009,2009
202964960,BKT,35,2009,2009
202964965,BKT,13,2009,2009
202964969,BKT,11,2009,2009
202964972,BKT,31,2009,2009
202964974,BKT,48,2009,2009
202964976,BKT,2,2009,2009
202964977,BKT,15,2009,2010
202964984,BKT,54,2009,2009
202964986,BKT,0,1993,1993
202965000,BKT,20,2009,2009
202965001,BKT,4,1993,1993
202965006,BKT,5,2008,2008
202965007,BKT,0,2008,2008
202965013,BKT,2,2009,2009
202965014,BKT,39,2009,2009
202965017,BKT,25,2010,2010
202965023,BKT,17,2009,2009
202965024,BKT,3,2009,2009
202965028,BKT,2,2009,2009
202965036,BKT,33,2009,2009
202965039,BKT,12,2008,2008
202965040,BKT,1,2008,2008
202965045,BKT,0,2010,2010
202965059,BKT,7,2007,2007
202965065,BKT,5,2009,2009
202965088,BKT,3,2009,2009
202965092,BKT,1,2009,2009
202965096,BKT,6,2009,2009
202965105,BKT,3,1993,1993
202965119,BKT,0,2008,2008
202965138,BKT,9,1993,1993
202965143,BKT,15,2007,2007
202965147,BKT,1,2008,2008
202965167,BKT,2,1993,1993
202965172,BKT,14,2008,2008
202965177,BKT,13,2009,2009
202965180,BKT,1,2010,2010
202965183,BKT,6,2005,2005
202965184,BKT,0,1993,1993
202965188,BKT,0,2009,2009
202965191,BKT,10,2002,2002
202965192,BKT,70,2002,2002
202965194,BKT,71,1993,2010
202965198,BKT,0,2004,2004
202965199,BKT,0,2008,2008
202965217,BKT,12,2007,2007
202965239,BKT,13,2009,2009
202965256,BKT,17,2009,2009
202965257,BKT,1,2009,2009
202965258,BKT,6,2008,2008
202965265,BKT,0,2010,2010
202965272,BKT,6,2009,2009
202965274,BKT,30,2009,2009
202965281,BKT,2,2009,2009
202965282,BKT,94,2009,2009
202965291,BKT,2,2009,2009
202965303,BKT,2,2009,2009
202965313,BKT,0,2010,2010
202965316,BKT,6,2008,2008
202965323,BKT,5,2009,2009
202965324,BKT,29,2009,2009
202965325,BKT,14,2009,2009
202965326,BKT,26,2009,2010
202965333,BKT,8,2002,2002
202965346,BKT,1,2009,2009
202965351,BKT,61,2009,2009
202965366,BKT,0,2010,2010
202965368,BKT,1,2010,2010
202965369,BKT,0,1993,1993
202965371,BKT,62,1998,1998
202965373,BKT,1,2005,2005
202965380,BKT,29,2009,2009
202965388,BKT,40,2008,2008
202965393,BKT,4,2010,2010
202965400,BKT,16,2008,2008
202965402,BKT,11,2009,2009
202965403,BKT,1,2009,2009
202965407,BKT,121,2009,2009
202965421,BKT,2,2008,2008
202965440,BKT,49,2010,2010
202965442,BKT,0,1993,1993
202965445,BKT,29,2009,2009
202965446,BKT,0,2010,2010
202965453,BKT,1,2009,2009
202965456,BKT,0,2010,2010
202965469,BKT,40,2009,2009
202965470,BKT,71,2009,2009
202965473,BKT,50,1997,2002
202965477,BKT,7,2008,2008
202965479,BKT,0,1993,1993
202965483,BKT,24,2009,2009
202965493,BKT,0,2010,2010
202965504,BKT,25,2008,2008
202965511,BKT,20,2010,2010
202965521,BKT,18,2008,2008
202965522,BKT,2,2010,2010
202965523,BKT,14,2008,2008
202965528,BKT,21,2008,2008
202965531,BKT,0,2005,2005
202965552,BKT,34,2009,2009
202965565,BKT,36,2010,2010
202965566,BKT,8,2009,2009
202965570,BKT,0,2009,2009
202965571,BKT,18,2009,2009
202965572,BKT,36,2008,2008
202965588,BKT,0,2008,2008
202965593,BKT,23,2009,2009
202965594,BKT,1,2010,2010
202965595,BKT,3,2010,2010
202965607,BKT,16,2009,2009
202965616,BKT,12,2009,2009
202965628,BKT,3,2009,2009
202965637,BKT,1,2009,2009
202965642,BKT,18,2009,2009
202965650,BKT,1,2009,2009
202965655,BKT,8,2005,2005
202965665,BKT,2,2008,2008
202965678,BKT,14,2009,2009
202965687,BKT,13,2005,2009
202965693,BKT,21,2009,2009
202965695,BKT,1,2008,2008
202965704,BKT,0,2010,2010
202965710,BKT,0,2005,2005
202965711,BKT,12,2009,2009
202965713,BKT,0,2008,2008
202965722,BKT,21,2009,2009
202965732,BKT,0,2009,2009
202965740,BKT,3,2009,2009
202965748,BKT,0,2005,2009
202965758,BKT,0,2008,2008
202965765,BKT,2,2005,2005
202965772,BKT,5,1998,1998
202965773,BKT,1,2009,2010
202965782,BKT,1,2009,2009
202965783,BKT,4,2009,2009
202965785,BKT,0,1993,1993
202965793,BKT,45,2010,2010
202965802,BKT,14,2010,2010
202965808,BKT,54,2001,2008
202965829,BKT,5,2001,2001
202965840,BKT,42,2010,2010
202965841,BKT,16,2002,2002
202965845,BKT,2,2008,2008
202965862,BKT,118,2010,2010
202965877,BKT,40,2009,2009
202965878,BKT,46,2009,2009
202965891,BKT,28,2008,2008
202965896,BKT,3,2009,2009
202965900,BKT,0,2008,2008
202965909,BKT,16,2009,2009
202965910,BKT,2,2009,2009
202965937,BKT,11,2009,2009
202965948,BKT,12,2008,2008
202965950,BKT,2,2008,2008
202965970,BKT,0,2008,2008
202965977,BKT,6,2008,2008
202965982,BKT,43,2010,2010
202965985,BKT,45,2008,2008
202965997,BKT,1,2009,2009
202966005,BKT,5,2009,2009
202966016,BKT,1,2008,2008
202966027,BKT,0,2008,2010
202966056,BKT,8,2010,2010
202966075,BKT,6,2009,2009
202966076,BKT,10,2010,2010
202966078,BKT,0,2010,2010
202966080,BKT,3,2010,2010
202966085,BKT,0,2010,2010
202966092,BKT,0,1996,2010
202966099,BKT,51,2009,2009
202966117,BKT,0,2009,2009
202966141,BKT,0,2008,2008
202966148,BKT,7,2009,2009
202966150,BKT,57,2010,2010
202966164,BKT,17,2009,2009
202966165,BKT,14,1997,1997
202966173,BKT,0,1996,1997
202966188,BKT,1,2008,2008
202966193,BKT,1,2010,2010
202966195,BKT,21,1996,1996
202966202,BKT,0,2010,2010
202966203,BKT,2,2010,2010
202966210,BKT,26,2008,2008
202966223,BKT,4,2009,2009
202966225,BKT,0,1991,1991
202966235,BKT,17,2009,2009
202966239,BKT,8,2008,2008
202966257,BKT,32,2000,2000
202966259,BKT,0,2010,2010
202966264,BKT,5,2009,2009
202966266,BKT,83,2010,2010
202966280,BKT,0,1991,1991
202966283,BKT,20,2009,2009
202966284,BKT,5,2000,2000
202966297,BKT,0,1997,2008
202966300,BKT,1,1996,1996
202966317,BKT,85,1995,1995
202966320,BKT,6,2010,2010
202966324,BKT,0,2000,2000
202966328,BKT,0,2009,2009
202966332,BKT,6,2010,2010
202966336,BKT,50,2010,2010
202966358,BKT,14,2005,2010
202966379,BKT,28,2009,2009
202966399,BKT,28,2000,2000
202966417,BKT,4,2005,2005
202966435,BKT,10,2010,2010
202966437,BKT,45,1996,2010
202966446,BKT,4,2005,2005
202966447,BKT,8,2009,2009
202966462,BKT,22,2010,2010
202966473,BKT,18,2010,2010
202966480,BKT,28,2009,2009
202966484,BKT,42,2009,2009
202966494,BKT,0,2005,2005
202966507,BKT,50,2010,2010
202966518,BKT,35,1997,2009
202966520,BKT,11,1997,2009
202966522,BKT,0,1994,1994
202966527,BKT,27,2009,2009
202966534,BKT,18,1995,1995
202966536,BKT,17,2005,2005
202966541,BKT,4,2010,2010
202966544,BKT,33,2010,2010
202966552,BKT,20,1995,2010
202966553,BKT,13,2010,2010
202966561,BKT,13,2009,2009
202966569,BKT,23,2009,2009
202966574,BKT,38,2010,2010
202966578,BKT,0,2009,2009
202966594,BKT,1,2010,2010
202966601,BKT,21,2010,2010
202966607,BKT,0,1993,1993
202966612,BKT,4,2009,2009
202966619,BKT,0,1993,1993
202966642,BKT,9,2009,2009
202966645,BKT,30,2010,2010
202966646,BKT,0,2010,2010
202966657,BKT,2,1995,1996
202966658,BKT,2,2010,2010
202966659,BKT,1,2010,2010
202966660,BKT,2,2009,2009
202966662,BKT,9,2007,2007
202966667,BKT,51,2010,2010
202966668,BKT,38,2010,2010
202966689,BKT,0,1991,1991
202966714,BKT,0,2009,2009
202966721,BKT,8,2009,2009
202966743,BKT,0,1991,2010
202966758,BKT,64,1997,2010
202966764,BKT,72,2010,2010
202966765,BKT,4,2010,2010
202966786,BKT,57,2010,2010
202966795,BKT,1,1997,1997
202966805,BKT,28,2010,2010
202966806,BKT,11,2010,2010
202966817,BKT,5,2010,2010
202966818,BKT,3,2010,2010
202966836,BKT,8,2010,2010
202966838,BKT,32,2010,2010
202966842,BKT,59,2010,2010
202966846,BKT,2,2004,2004
202966848,BKT,1,2010,2010
202966849,BKT,4,2010,2010
202966854,BKT,9,2000,2010
202966857,BKT,4,1997,1997
202966865,BKT,1,1998,1998
202966867,BKT,16,2000,2000
202966873,BKT,13,2010,2010
202966876,BKT,76,2010,2010
202966878,BKT,1,2010,2010
202966899,BKT,0,2010,2010
202966905,BKT,0,2009,2009
202966910,BKT,8,2005,2005
202966915,BKT,6,1993,1993
202966934,BKT,12,2009,2009
202966938,BKT,11,1995,1995
202966939,BKT,15,2009,2009
202966942,BKT,4,1995,1995
202966947,BKT,23,2009,2009
202966955,BKT,6,1993,2009
202966958,BKT,9,2009,2009
202966977,BKT,4,2009,2009
202966985,BKT,6,2005,2005
202966996,BKT,4,2005,2005
202966997,BKT,4,2009,2009
202967003,BKT,30,2010,2010
202967006,BKT,24,2009,2009
202967010,BKT,0,1991,1991
202967015,BKT,0,1991,1991
202967021,BKT,41,2010,2010
202967022,BKT,29,2010,2010
202967029,BKT,14,2009,2009
202967038,BKT,1,2010,2010
202967049,BKT,7,2010,2010
202967068,BKT,0,1993,1993
202967083,BKT,24,1991,1991
202967085,BKT,7,2010,2010
202967088,BKT,51,2010,2010
202967100,BKT,22,2010,2010
202967110,BKT,0,1992,1993
202967112,BKT,0,2010,2010
202967113,BKT,5,2010,2010
202967134,BKT,52,1992,1992
202967144,BKT,1,2009,2009
202967161,BKT,0,1993,1993
202967165,BKT,0,2010,2010
202967176,BKT,50,2005,2010
202967179,BKT,7,2010,2010
202967185,BKT,5,2010,2010
202967189,BKT,1,2010,2010
202967204,BKT,2,2010,2010
202967232,BKT,1,2010,2010
202967234,BKT,30,2010,2010
202967237,BKT,25,2010,2010
202967245,BKT,2,2010,2010
202967280,BKT,6,2002,2002
202967281,BKT,40,2010,2010
202967294,BKT,0,2010,2010
202967301,BKT,20,2003,2009
202967302,BKT,0,2010,2010
202967315,BKT,3,2010,2010
202967316,BKT,2,2002,2002
202967321,BKT,77,2010,2010
202967338,BKT,2,2005,2005
202967352,BKT,25,1992,1992
202967357,BKT,0,2000,2000
202967359,BKT,8,2009,2009
202967368,BKT,34,2010,2010
202967423,BKT,2,1995,1995
202967446,BKT,2,2010,2010
202967461,BKT,11,2005,2005
202967463,BKT,1,2010,2010
202967468,BKT,1,2010,2010
202967488,BKT,0,2010,2010
202967494,BKT,7,2010,2010
202967504,BKT,8,2010,2010
202967506,BKT,3,2010,2010
202967518,BKT,2,2010,2010
202967519,BKT,0,2010,2010
202967521,BKT,2,2010,2010
202967522,BKT,2,2010,2010
202967540,BKT,9,2010,2010
202967546,BKT,0,1998,1998
202967595,BKT,11,2010,2010
202967596,BKT,4,1995,2010
202967598,BKT,7,1995,1995
202967606,BKT,3,2010,2010
202967607,BKT,30,2010,2010
202967609,BKT,0,2010,2010
202967614,BKT,0,2010,2010
202967634,BKT,2,2010,2010
202967642,BKT,13,2007,2007
202967644,BKT,0,1995,1995
202967663,BKT,54,2010,2010
202967683,BKT,4,2002,2002
202967701,BKT,12,1995,1995
202967715,BKT,2,1998,2010
202967721,BKT,1,2009,2009
202967722,BKT,15,1991,2010
202967731,BKT,0,2010,2010
202967744,BKT,5,2010,2010
202967761,BKT,0,1992,1992
202967772,BKT,33,2010,2010
202967783,BKT,7,2005,2005
202967790,BKT,0,2010,2010
202967794,BKT,4,2010,2010
202967797,BKT,11,1998,2010
202967804,BKT,1,1991,1991
202967810,BKT,38,2010,2010
202967812,BKT,21,2010,2010
202967849,BKT,10,2010,2010
202967858,BKT,5,2010,2010
202967859,BKT,6,2010,2010
202967863,BKT,22,2010,2010
202967875,BKT,53,2010,2010
202967880,BKT,9,2010,2010
202967881,BKT,51,2010,2010
202967888,BKT,2,2010,2010
202967893,BKT,0,1995,1995
202967900,BKT,0,2010,2010
202967905,BKT,31,2010,2010
202967920,BKT,0,2010,2010
202967933,BKT,25,1999,1999
202967947,BKT,0,2010,2010
202967957,BKT,0,2010,2010
202967963,BKT,27,1992,2003
202967968,BKT,85,2010,2010
202967992,BKT,0,2010,2010
202968010,BKT,1,2010,2010
202968017,BKT,35,2010,2010
202968020,BKT,0,2002,2002
202968025,BKT,25,2010,2010
202968026,BKT,0,1995,1997
202968035,BKT,1,2010,2010
202968050,BKT,0,2010,2010
202968071,BKT,13,1992,1992
202968102,BKT,1,2010,2010
202968108,BKT,12,2010,2010
202968114,BKT,8,2010,2010
202968124,BKT,12,2010,2010
202968130,BKT,6,1992,1992
202968141,BKT,13,2010,2010
202968157,BKT,12,2010,2010
202968158,BKT,3,2010,2010
202968179,BKT,17,2000,2000
202968189,BKT,7,2009,2009
202968220,BKT,3,2010,2010
202968231,BKT,8,2010,2010
202968256,BKT,0,2000,2007
202968260,BKT,18,2009,2009
202968271,BKT,27,2010,2010
202968272,BKT,13,2010,2010
202968277,BKT,30,2010,2010
202968286,BKT,2,2010,2010
202968318,BKT,0,2000,2000
202968328,BKT,0,1992,1992
202968332,BKT,13,2010,2010
202968352,BKT,36,2002,2002
202968355,BKT,3,2010,2010
202968362,BKT,79,2010,2010
202968372,BKT,5,1992,2010
202968389,BKT,16,2009,2009
202968390,BKT,1,2010,2010
202968391,BKT,10,2010,2010
202968406,BKT,3,2010,2010
202968412,BKT,19,2010,2010
202968414,BKT,52,2010,2010
202968422,BKT,0,2010,2010
202968423,BKT,13,2008,2010
202968431,BKT,2,2010,2010
202968433,BKT,22,2010,2010
202968444,BKT,2,1992,1992
202968448,BKT,1,2010,2010
202968450,BKT,30,2010,2010
202968472,BKT,20,2010,2010
202968478,BKT,17,1992,2003
202968497,BKT,0,2010,2010
202968498,BKT,29,2010,2010
202968499,BKT,92,1991,1992
202968501,BKT,1,2010,2010
202968523,BKT,3,2010,2010
202968526,BKT,13,2010,2010
202968527,BKT,0,1992,1992
202968534,BKT,15,2003,2003
202968560,BKT,1,2010,2010
202968561,BKT,16,2010,2010
202968562,BKT,0,1994,2007
202968582,BKT,10,2010,2010
202968593,BKT,200,2001,2001
202968595,BKT,6,2001,2001
202968601,BKT,57,2001,2001
202968612,BKT,1,2010,2010
202968632,BKT,4,2010,2010
202968633,BKT,6,2010,2010
202968637,BKT,0,1998,1998
202968645,BKT,0,2000,2000
202968646,BKT,4,2001,2001
202968659,BKT,10,2001,2001
202968667,BKT,1,2010,2010
202968669,BKT,0,2010,2010
202968678,BKT,2,2010,2010
202968679,BKT,4,2010,2010
202968693,BKT,9,2004,2004
202968695,BKT,34,2010,2010
202968699,BKT,7,2004,2004
202968739,BKT,3,2010,2010
202968742,BKT,3,2010,2010
202968758,BKT,7,2010,2010
202968773,BKT,35,2001,2001
202968779,BKT,0,1992,2010
202968793,BKT,17,2010,2010
202968797,BKT,43,2000,2000
202968798,BKT,59,2000,2001
202968806,BKT,12,2001,2001
202968820,BKT,1,2010,2010
202968824,BKT,25,2010,2010
202968828,BKT,3,2010,2010
202968836,BKT,48,2010,2010
202968853,BKT,11,2010,2010
202968862,BKT,64,2010,2010
202968869,BKT,11,2009,2009
202968874,BKT,4,2000,2007
202968878,BKT,50,2004,2004
202968888,BKT,48,2001,2001
202968889,BKT,7,2010,2010
202968910,BKT,0,2010,2010
202968920,BKT,3,2005,2005
202968922,BKT,6,2010,2010
202968928,BKT,0,2000,2000
202968929,BKT,22,2001,2001
202968934,BKT,1,2010,2010
202968941,BKT,5,2005,2005
202968943,BKT,5,2010,2010
202968944,BKT,36,2010,2010
202968963,BKT,54,2000,2001
202968967,BKT,15,1991,2010
202968968,BKT,1,1993,2005
202968975,BKT,0,1992,1992
202968978,BKT,50,2001,2001
202968982,BKT,2,2010,2010
202968985,BKT,4,2010,2010
202968990,BKT,27,2001,2001
202968996,BKT,21,2010,2010
202969001,BKT,29,1992,1998
202969013,BKT,0,2010,2010
202969015,BKT,8,2001,2001
202969016,BKT,14,2001,2001
202969023,BKT,2,2010,2010
202969030,BKT,36,2000,2001
202969032,BKT,20,1997,1999
202969039,BKT,6,2001,2001
202969063,BKT,80,2010,2010
202969077,BKT,25,2001,2001
202969084,BKT,0,1993,1993
202969090,BKT,0,1992,1992
202969101,BKT,55,2000,2007
202969113,BKT,0,1993,1993
202969121,BKT,5,2003,2003
202969128,BKT,13,2010,2010
202969144,BKT,0,1992,1992
202969152,BKT,29,2010,2010
202969157,BKT,4,1993,1993
202969158,BKT,0,1993,1993
202969164,BKT,28,2000,2000
202969167,BKT,10,2010,2010
202969169,BKT,5,2001,2009
202969170,BKT,24,2001,2001
202969191,BKT,96,2010,2010
202969194,BKT,4,2010,2010
202969198,BKT,14,1993,2010
202969224,BKT,0,1992,1992
202969230,BKT,7,1991,1991
202969234,BKT,10,2004,2004
202969236,BKT,1,2001,2001
202969242,BKT,45,2010,2010
202969244,BKT,48,2010,2010
202969245,BKT,1,2010,2010
202969251,BKT,11,2010,2010
202969262,BKT,1,2010,2010
202969263,BKT,3,2006,2006
202969280,BKT,3,2010,2010
202969282,BKT,4,2001,2001
202969301,BKT,5,2001,2001
202969309,BKT,8,1992,1998
202969314,BKT,0,2000,2000
202969318,BKT,5,2010,2010
202969336,BKT,0,2000,2007
202969339,BKT,2,2010,2010
202969342,BKT,1,2001,2001
202969353,BKT,0,2010,2010
202969380,BKT,31,2000,2000
202969381,BKT,9,2000,2000
202969387,BKT,6,2010,2010
202969388,BKT,10,2001,2001
202969406,BKT,0,1998,1998
202969413,BKT,4,1991,1991
202969416,BKT,0,1998,1999
202969448,BKT,5,2010,2010
202969449,BKT,4,2010,2010
202969467,BKT,2,2003,2003
202969468,BKT,0,1992,1992
202969502,BKT,0,1993,1993
202969510,BKT,0,2000,2007
202969514,BKT,20,2010,2010
202969522,BKT,3,2002,2002
202969534,BKT,10,2001,2001
202969538,BKT,1,2010,2010
202969551,BKT,31,2000,2000
202969565,BKT,13,2010,2010
202969581,BKT,126,2000,2000
202969620,BKT,0,2002,2002
202969624,BKT,28,2002,2010
202969628,BKT,24,2010,2010
202969629,BKT,0,2000,2000
202969637,BKT,0,2010,2010
202969641,BKT,0,1993,1993
202969644,BKT,15,2000,2000
202969648,BKT,2,1992,1992
202969650,BKT,40,2000,2001
202969658,BKT,89,1993,2010
202969683,BKT,8,2002,2002
202969692,BKT,35,2004,2004
202969693,BKT,9,2004,2004
202969699,BKT,2,2010,2010
202969700,BKT,2,2010,2010
202969703,BKT,0,2002,2002
202969727,BKT,99,2001,2004
202969734,BKT,96,2000,2004
202969735,BKT,0,1993,1993
202969740,BKT,1,2010,2010
202969756,BKT,10,2010,2010
202969791,BKT,13,2002,2002
202969804,BKT,14,1991,2010
202969808,BKT,2,2010,2010
202969809,BKT,1,2010,2010
202969811,BKT,40,1995,1995
202969813,BKT,0,1992,1992
202969825,BKT,16,1997,1997
202969832,BKT,2,2010,2010
202969833,BKT,61,2000,2000
202969840,BKT,0,1997,1997
202969841,BKT,0,1997,1997
202969875,BKT,5,1993,1993
202969897,BKT,11,2010,2010
202969906,BKT,0,1993,1993
202969930,BKT,0,2002,2002
202969936,BKT,0,2003,2003
202969937,BKT,23,2000,2000
202969945,BKT,0,1992,1992
202969950,BKT,4,1992,1992
202969957,BKT,13,2010,2010
202969970,BKT,52,2001,2009
202969972,BKT,56,2000,2000
202969987,BKT,8,2010,2010
202969999,BKT,1,2010,2010
202970017,BKT,8,2010,2010
202970018,BKT,70,2000,2002
202970019,BKT,7,2002,2002
202970033,BKT,11,2010,2010
202970036,BKT,0,2000,2007
202970044,BKT,0,1993,1993
202970056,BKT,8,1991,1991
202970071,BKT,0,2010,2010
202970078,BKT,0,2006,2006
202970091,BKT,0,2010,2010
202970101,BKT,0,2000,2007
202970124,BKT,0,2010,2010
202970129,BKT,0,2001,2003
202970133,BKT,0,2008,2008
202970144,BKT,35,2000,2000
202970149,BKT,40,2010,2010
202970151,BKT,0,1998,1998
202970156,BKT,23,2004,2010
202970160,BKT,11,2002,2002
202970169,BKT,0,2008,2008
202970175,BKT,0,2010,2010
202970178,BKT,10,2002,2002
202970179,BKT,1,2010,2010
202970183,BKT,19,2000,2000
202970184,BKT,3,1998,1998
202970218,BKT,5,2010,2010
202970229,BKT,5,2004,2004
202970240,BKT,16,2000,2000
202970260,BKT,0,2010,2010
202970272,BKT,6,2010,2010
202970283,BKT,0,1992,1992
202970293,BKT,0,1993,1993
202970297,BKT,3,1994,1994
202970298,BKT,1,2010,2010
202970302,BKT,10,2002,2002
202970310,BKT,0,1993,2010
202970311,BKT,1,1998,2001
202970312,BKT,0,2000,2007
202970325,BKT,0,2010,2010
202970328,BKT,38,2000,2000
202970338,BKT,8,2010,2010
202970350,BKT,1,2010,2010
202970362,BKT,13,2000,2004
202970376,BKT,1,2010,2010
202970380,BKT,55,2000,2000
202970381,BKT,29,1994,1994
202970387,BKT,10,2000,2000
202970404,BKT,16,2010,2010
202970405,BKT,21,1996,2000
202970410,BKT,34,2000,2000
202970411,BKT,2,1992,1992
202970425,BKT,0,2001,2001
202970453,BKT,0,2002,2002
202970464,BKT,25,2010,2010
202970481,BKT,5,2003,2003
202970485,BKT,18,2000,2000
202970501,BKT,0,2006,2006
202970502,BKT,0,2006,2010
202970524,BKT,0,2008,2008
202970529,BKT,25,2004,2010
202970531,BKT,14,2000,2004
202970558,BKT,7,2010,2010
202970578,BKT,0,2007,2010
202970592,BKT,14,2002,2002
202970596,BKT,2,2010,2010
202970616,BKT,0,1996,1996
202970637,BKT,16,2010,2010
202970638,BKT,6,2010,2010
202970640,BKT,22,1995,2010
202970641,BKT,5,2010,2010
202970659,BKT,0,1992,1992
202970660,BKT,0,2001,2001
202970662,BKT,18,2000,2000
202970671,BKT,0,2000,2000
202970686,BKT,1,2002,2010
202970689,BKT,0,1994,1994
202970690,BKT,43,2000,2010
202970691,BKT,66,2001,2010
202970700,BKT,0,2010,2010
202970703,BKT,56,1991,1991
202970707,BKT,10,1997,2006
202970728,BKT,14,1995,1995
202970735,BKT,0,2001,2001
202970738,BKT,2,2010,2010
202970751,BKT,38,2000,2000
202970752,BKT,8,2000,2000
202970773,BKT,9,2010,2010
202970774,BKT,4,2000,2000
202970775,BKT,29,2002,2004
202970797,BKT,8,2010,2010
202970798,BKT,1,1996,1996
202970805,BKT,6,2000,2000
202970817,BKT,1,2001,2002
202970818,BKT,15,2000,2001
202970832,BKT,6,1995,2003
202970837,BKT,7,1993,1993
202970841,BKT,0,2010,2010
202970849,BKT,0,2010,2010
202970859,BKT,1,1999,1999
202970882,BKT,0,2000,2007
202970883,BKT,180,2000,2009
202970887,BKT,0,2001,2001
202970889,BKT,14,2000,2000
202970900,BKT,2,1991,1991
202970902,BKT,7,2010,2010
202970910,BKT,23,1995,1995
202970914,BKT,2,1993,2010
202970916,BKT,0,2010,2010
202970935,BKT,2,1995,2003
202970947,BKT,0,1993,1993
202970948,BKT,0,2010,2010
202970950,BKT,0,1994,1994
202970952,BKT,13,2000,2000
202970956,BKT,0,1993,1993
202970957,BKT,0,1993,1993
202970995,BKT,4,1997,2010
202971002,BKT,0,1997,1997
202971011,BKT,0,2010,2010
202971019,BKT,9,2000,2000
202971030,BKT,4,2000,2000
202971036,BKT,28,2000,2002
202971037,BKT,11,2000,2000
202971045,BKT,4,2010,2010
202971052,BKT,5,2000,2000
202971057,BKT,1,2010,2010
202971067,BKT,8,2010,2010
202971078,BKT,0,1998,2001
202971085,BKT,19,1994,2000
202971102,BKT,0,1994,1994
202971116,BKT,10,1996,2003
202971130,BKT,2,1994,1994
202971131,BKT,0,1994,1994
202971132,BKT,0,1994,2005
202971136,BKT,0,2004,2006
202971141,BKT,1,2000,2000
202971157,BKT,0,1992,1992
202971158,BKT,5,2000,2000
202971163,BKT,1,2010,2010
202971168,BKT,16,2000,2000
202971174,BKT,5,2010,2010
202971175,BKT,57,2000,2000
202971177,BKT,126,2000,2004
202971181,BKT,0,2010,2010
202971183,BKT,0,2010,2010
202971190,BKT,0,2010,2010
202971191,BKT,0,2010,2010
202971200,BKT,0,2002,2010
202971203,BKT,74,2000,2000
202971208,BKT,0,1992,1992
202971211,BKT,0,1992,1992
